pgc,Name,J2000,UGC/AGC,Alt_Name,RAJ,DeJ,Ty,r23.5,r83L,mu_out,ell,e_ell,PA,e_PA,tf,Wtf,e_Wtf,m_obs,e_m,m_c,M_I,e_MI,gamma,inc,Vcmb,Vpec,e_Vp,Dist,Vp_b,e_Vpb,D_bias,Gp_ID,O/H,Theta,Cluster,mem,RAJg,DeJg,Vcmbg,e_Vg,Ng,Na,Vpg,e_Vpg,Dg,Vpg_b,e_Vpgb,Dg_b,Int_ID
1241,ESO473-011,J001909.4-243123,20226,"473 G 11","00 19 09.3","-24 31 20",5,35.5,29.2,23.93,0.551,0.022,149,1,,2.576,0.021,13.37,0.03,13.11,-21.83,0.07,1.01,64.3,9550,1541,1594,8009,1164,1403,8386,,O,,,,,,,,,,,,,,,,
1295,ESO150-001,J002006.2-543123,20236,"150 G  1","00 20 05.9","-54 31 26",5,31.1,25.1,24.26,0.421,0.096,15,6,,2.598,0.045,13.43,0.04,13.24,-21.51,0.07,1.00,55.3,8784,-437,2249,9221,257,2002,8527,,O,,,,,,,,,,,,,,,,
1301,IC0013,J002020.1+074201,195,"I  13","00 20 20.1","+07 41 00",4,39.6,32.3,24.04,0.703,0.024,163,1,,2.449,0.007,13.53,0.05,12.94,-20.73,0.12,1.00,74.4,5355,657,975,4712,404,952,4965,40335,H,,,,"00 17 41.7","+07 00 00",5369,2,2,5,-197,845,5566,-49,834,5418,
1362,IC1544,J002117.5+230527,204,I1544,"00 21 17.5","+23 05 27",5,,,,,,,,,2.501,0.024,12.89,,12.63,-21.04,0.12,1.00,50.2,5374,433,1073,4934,-54,1002,5421,40724,H,,,,"00 21 22.8","+23 01 00",5367,2,2,6,-23,795,5390,-312,778,5679,
1372,PGC001372,J002120.2+172027,205,457-009,"00 21 20.7","+17 20 25",3,25.6,19.5,23.42,0.592,0.069,32,2,,2.236,0.020,14.17,0.03,13.83,-19.65,0.08,0.73,68.7,4925,1419,849,3506,1116,944,3809,,H,,,,,,,,,,,,,,,,
1382,NGC0085B,J002129.0+223024,100184,I1546,"00 21 28.9","+22 30 24",4,39.2,23.4,22.21,0.696,0.028,123,1,,2.539,0.035,13.29,0.03,12.80,-20.91,0.09,1.00,73.9,5471,-655,1403,6126,-748,1352,6219,,H,,,,,,,,,,,,,,,,
1383,NGC0086,J002128.6+223323,100187,"N  86","00 21 28.6","+22 33 27",0,24.7,12.9,23.06,0.590,0.008,7,1,*,,,13.07,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,PGC001384,J002133.6+223535,100188,M+402010,"00 21 33.6","+22 35 35",4,40.9,26.1,24.88,0.656,0.071,117,1,,2.577,0.025,13.31,0.03,12.89,-21.13,0.08,1.00,71.3,6292,-1022,1499,7314,-590,1492,6882,,H,,,,,,,,,,,,,,,,
1387,UGC00207,J002131.1+293944,207,500-006,"00 21 31.1","+29 39 43",3,33.5,25.2,23.72,0.713,0.019,19,1,,2.487,0.011,13.92,0.03,13.45,-20.73,0.10,1.00,77.9,6701,217,1328,6586,423,1443,6380,40629,H,,,,"00 19 53.5","+29 57 20",6803,2,2,6,808,844,5995,919,854,5884,
1412,NGC0093,J002203.2+222429,209,"N  93","00 22 03.4","+22 24 27",3,54.3,37.7,24.54,0.419,0.051,54,2,*,,,11.67,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,UGC00210,J002205.1+234413,210,479-016,"00 22 05.0","+23 44 12",3,30.7,25.4,23.68,0.543,0.022,19,3,,2.400,0.008,13.80,0.04,13.46,-19.65,0.09,0.73,65.2,4147,-847,1056,5011,-1266,969,5430,40730,H,,,,"00 22 11.9","+24 00 28",4164,1,3,3,-355,560,4519,-934,492,5098,
1426,NGC0095,J002213.5+102930,214,"N  95","00 22 13.6","+10 29 28",5,47.1,32.1,24.15,0.248,0.043,87,8,,2.629,0.032,11.52,0.06,11.21,-22.31,0.09,1.18,41.7,5031,934,875,4097,935,1064,4096,,H,,,,,,,,,,,,,,,,
1439,UGC00215,J002226.5+293015,215,500-008,"00 22 26.4","+29 30 13",2,48.6,35.0,23.27,0.379,0.058,125,7,,2.650,0.026,12.35,0.04,12.15,-22.03,0.07,1.08,53.1,6766,1291,1085,5512,1277,1040,5526,40629,H,,,,"00 19 53.5","+29 57 20",6803,2,2,6,808,844,5995,919,854,5884,
1474,ESO539-012,J002257.3-220707,20273,"539 G 12","00 22 57.1","-22 07 09",3,19.5,16.6,24.36,0.524,0.047,100,7,,2.377,0.029,14.76,0.03,14.49,-19.78,0.09,0.78,63.8,7064,-373,1764,7437,-1308,1475,8372,,O,,,,,,,,,,,,,,,,
1520,UGC00228,J002356.7+241820,228,479-023,"00 23 56.6","+24 18 21",4,31.0,24.8,23.95,0.371,0.032,43,7,,2.526,0.016,13.16,0.05,12.95,-20.71,0.08,1.00,51.6,5345,-922,1251,6267,-878,1264,6223,,H,,,,,,,,,,,,,,,,
1525,NGC0100,J002402.7+162911,231,"N 100","00 24 02.6","+16 29 10",5,101.8,77.7,24.10,0.833,0.009,56,1,,2.305,0.006,12.15,0.03,11.44,-17.06,0.12,0.50,83.9,495,-908,317,1403,-945,367,1440,,H,,,,,,,,,,,,,,,,
1552,UGC00234,J002446.6+293338,234,500-017,"00 24 46.4","+29 33 35",5,29.1,26.5,23.72,0.564,0.021,70,1,,2.330,0.008,14.10,0.06,13.68,-19.56,0.10,0.69,65.2,4343,83,955,4321,-548,645,4952,40394,H,,,,"00 24 52.3","+29 22 57",4404,2,1,5,83,955,4321,-548,645,4952,
1566,UGC00237,J002459.9+063953,237,409-010,"00 24 59.9","+06 39 52",1,32.9,19.0,23.40,0.556,0.033,69,5,*,,,13.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,UGC00238,J002503.3+312041,238,500-018,"00 25 03.3","+31 20 39",3,56.7,39.2,23.39,0.711,0.030,176,1,,2.592,0.005,12.61,0.02,12.13,-21.80,0.09,1.00,77.7,6484,1046,919,5023,951,735,5118,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1577,UGC00240,J002510.1+062927,240,409-011,"00 25 10.2","+06 29 26",3,38.3,28.8,24.58,0.485,0.036,67,4,,2.562,0.011,13.03,0.03,12.83,-21.81,0.07,1.00,61.0,8330,2094,1180,6241,2587,1084,5748,41442,H,,,,"00 25 05.2","+06 34 38",8335,3,1,2,2094,1180,6241,2587,1084,5748,
1582,PGC001582,J002524.9+064223,100229,409-012,"00 25 24.8","+06 42 22",3,19.2,14.3,24.09,0.359,0.019,160,2,,2.415,0.141,14.04,0.03,13.85,-20.86,0.08,1.00,51.6,8594,2373,3607,6221,2418,3844,6176,,H,,,,,,,,,,,,,,,,
1588,ESO294-009,J002525.1-413609,20291,"294 G  9","00 25 25.4","-41 36 10",5,27.2,21.8,23.24,0.735,0.009,111,0,,2.439,0.022,14.61,0.04,14.06,-20.43,0.12,1.00,76.5,7794,202,1683,7592,-158,1534,7952,,O,,,,,,,,,,,,,,,,
1594,UGC00244,J002530.0+244841,244,479-027,"00 25 30.0","+24 48 39",4,32.3,25.5,24.52,0.500,0.009,154,1,,2.391,0.007,13.45,0.07,13.11,-20.00,0.11,0.87,60.9,4218,13,885,4151,-682,734,4846,40730,H,,,,"00 22 11.9","+24 00 28",4164,1,3,3,-355,560,4519,-934,492,5098,
1609,PGC001609,J002547.7-021705,400228,M-102011,"00 25 47.6","-02 17 04",5,68.4,51.4,24.07,0.803,0.035,14,1,,2.600,0.005,12.69,0.03,12.03,-21.48,0.12,1.00,81.4,4984,-363,993,5347,-309,1000,5293,,H,,,,,,,,,,,,,,,,
1651,NGC0115,J002646.3-334037,20302,"N 115","00 26 46.7","-33 40 36",5,57.3,47.2,24.54,0.629,0.032,127,3,,2.338,0.007,12.60,0.04,12.22,-18.38,0.09,0.50,69.5,1568,-973,501,2289,-1529,378,2845,30019,H,,,,"00 30 22.1","-33 14 44",1316,2,2,6,-599,270,1915,-542,207,1858,1097
1654,NGC0112,J002648.7+314212,255,"N 112","00 26 48.7","+31 42 11",3,,,,,,,,,2.587,0.010,12.81,,12.49,-21.45,0.12,1.00,65.0,5980,272,1101,5797,508,1131,5561,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1665,UGC00260,J002702.9+113502,260,434-013,"00 27 02.9","+11 35 02",5,74.0,54.5,24.51,0.778,0.012,26,3,,2.400,0.005,12.36,0.04,11.64,-19.63,0.12,0.72,79.5,1785,-393,463,2178,-533,558,2318,,H,,,,,,,,,,,,,,,,
1713,UGC00272,J002749.7-011200,272,383-019,"00 27 49.8","-01 12 00",5,41.2,47.5,23.88,0.573,0.007,128,2,,2.371,0.011,13.53,0.10,13.17,-19.60,0.13,0.71,65.8,3555,-411,875,3966,-949,821,4504,,H,,,,,,,,,,,,,,,,
1723,UGC00275,J002758.6+023027,275,383-021,"00 27 58.6","+02 30 26",3,39.2,35.5,24.37,0.452,0.065,141,7,,2.369,0.024,13.00,0.05,12.75,-20.25,0.09,0.98,58.6,4041,677,752,3263,195,994,3745,40177,H,,,,"00 34 00.6","+01 56 14",3940,1,4,12,-46,436,3986,-550,450,4490,
1736,UGC00279,J002814.9+304812,279,500-026,"00 28 15.3","+30 48 09",3,55.3,37.7,23.47,0.702,0.021,109,2,,2.635,0.021,12.57,0.03,12.15,-21.79,0.08,1.00,77.0,5955,273,1108,5796,440,1135,5629,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1743,UGC00278,J002821.3+272209,278,479-034,"00 28 21.2","+27 22 08",4,34.2,25.9,24.19,0.701,0.034,5,1,,2.579,0.009,13.89,0.04,13.46,-21.41,0.08,1.00,74.2,9276,-242,1768,9518,813,1819,8463,,H,,,,,,,,,,,,,,,,
1748,UGC00281,J002822.1+023138,281,383-023,"00 28 22.1","+02 31 36",5,30.1,28.5,24.33,0.594,0.011,21,2,,2.340,0.015,14.12,0.05,13.74,-19.26,0.10,0.57,67.2,3941,-662,1036,4602,-975,951,4915,40177,H,,,,"00 34 00.6","+01 56 14",3940,1,4,12,-46,436,3986,-550,450,4490,
1754,UGC00284,J002834.4+331620,284,500-029,"00 28 34.4","+33 16 19",5,32.9,33.6,24.37,0.266,0.048,30,5,,2.489,0.035,13.35,0.08,13.09,-20.20,0.11,0.96,43.2,4417,-1327,1384,5844,-1217,1317,5734,40410,H,,,,"00 27 35.7","+33 06 06",4517,1,1,4,-1327,1384,5844,-1217,1317,5734,
1758,MRK0340,J002834.7+310920,100254,500-028,"00 29 34.6","+31 09 19",3,,,,,,,,,2.369,0.024,14.00,,13.62,-20.20,0.13,0.96,63.0,5747,876,1142,4871,523,896,5224,,H,,,,,,,,,,,,,,,,
1797,UGC00294,J002923.3+312257,294,,"00 29 23.3","+31 22 55",5,35.3,37.9,24.07,0.864,0.019,122,4,,2.378,0.020,15.24,0.08,14.35,-19.58,0.17,0.70,87.7,6016,-948,1639,7017,-476,1737,6545,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1802,PGC001802,J002939.5+113605,100269,434-016,"00 29 38.3","+11 36 01",5,22.8,19.2,23.83,0.327,0.077,70,6,,2.233,0.043,14.01,0.08,13.70,-19.75,0.11,0.77,48.2,4861,1788,870,3073,1544,1137,3317,,H,,,,,,,,,,,,,,,,
1828,UGC00299,J002953.4+312336,299,500-035,"00 29 53.4","+31 23 35",5,32.3,28.6,24.27,0.458,0.024,76,3,,2.577,0.010,13.54,0.06,13.24,-20.70,0.09,1.00,57.9,5987,-2531,1614,8600,-1801,1815,7870,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1851,NGC0134,J003021.8-331439,20329,"N 134","00 30 21.1","-33 14 44",5,225.2,138.9,23.57,0.726,0.010,50,1,,2.692,0.021,9.19,0.03,8.78,-21.82,0.08,1.01,75.9,1333,-368,310,1684,84,240,1232,30019,O,,,,"00 30 22.1","-33 14 44",1316,2,2,6,-599,270,1915,-542,207,1858,1096
1879,ESO410-016,J003045.8-292034,20336,"410 G 16","00 30 46.8","-29 20 26",20,25.9,19.7,24.37,0.393,0.057,168,2,,2.544,0.033,13.58,0.03,13.37,-20.87,0.07,1.00,54.2,6960,-1123,1806,8083,-1204,1780,8164,,O,,,,,,,,,,,,,,,,
1908,PGC001908,J003114.1-075027,400257,M-102025,"00 31 14.0","-07 50 27",4,40.1,28.5,23.74,0.447,0.032,114,1,,2.620,0.011,12.72,0.03,12.48,-21.36,0.06,1.00,57.2,5784,-1271,1272,7055,-340,1078,6124,,H,,,,,,,,,,,,,,,,
1911,NGC0143,J003115.5-223335,20344,"N 143","00 31 16.0","-22 33 38",3,29.8,19.3,23.85,0.611,0.103,20,1,,2.667,0.030,13.13,0.02,12.89,-21.59,0.06,1.00,70.1,7749,-1212,1821,8961,-904,1801,8653,,O,,,,,,,,,,,,,,,,
1913,UGC00310,J003117.8+285936,310,500-037,"00 31 17.8","+28 59 35",5,34.9,28.7,24.16,0.731,0.034,31,1,,2.301,0.008,14.18,0.07,13.64,-19.55,0.12,0.69,76.3,4331,492,873,3839,-418,637,4749,,H,,,,,,,,,,,,,,,,
1926,ESO539-014,J003128.1-194540,20349,"539 G 14","00 31 28.5","-19 45 50",5,48.8,39.9,24.56,0.863,0.009,0,1,,2.489,0.018,14.01,0.04,13.16,-21.01,0.16,1.00,87.5,6751,736,1301,6015,56,1262,6695,,O,,,,,,,,,,,,,,,,
1932,PGC001932,J003135.9-103020,400261,M-202040,"00 31 35.5","-10 30 22",4,44.4,32.9,23.57,0.678,0.083,48,1,,2.442,0.018,12.69,0.03,12.18,-20.36,0.10,1.00,72.7,3223,-56,700,3260,-452,805,3656,30020,H,,,,"00 31 13.2","-10 30 22",3204,6,1,3,-56,700,3260,-452,805,3656,
1941,NGC0145,J003145.7-050911,400265,"N 145","00 31 45.3","-05 09 11",5,52.8,45.6,24.23,0.261,0.133,115,18,,2.127,0.095,11.88,0.03,11.72,-21.19,0.06,1.00,42.8,3793,2950,366,843,2745,347,1048,,H,,,,,,,,,,,,,,,,
1952,ESO079-003,J003202.4-641512,20362,"79 G  3","00 32 01.9","-64 14 27",4,85.5,71.2,24.78,0.703,0.127,134,1,*,,,11.84,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,UGC00319,J003212.1+314054,319,500-041,"00 32 12.1","+31 40 53",4,42.8,66.7,23.63,0.516,0.032,132,5,,2.465,0.016,13.43,0.11,13.04,-20.89,0.14,1.00,62.0,6024,814,1125,5255,709,952,5360,40169,H,,,,"00 28 52.0","+31 13 57",6069,1,6,8,41,488,6028,303,461,5766,
1961,ESO294-021,J003214.8-412302,20363,"294 G 21","00 32 13.7","-41 22 57",4,46.7,29.9,23.87,0.588,0.017,176,4,,2.707,0.019,12.24,0.02,11.98,-22.44,0.06,1.22,66.8,7577,-108,1371,7685,352,1185,7225,,O,,,,,,,,,,,,,,,,
1970,UGC00320,J003230.8+023428,320,M+002066,"00 32 30.9","+02 34 26",5,32.7,28.9,24.10,0.788,0.002,172,1,,2.143,0.021,14.78,0.05,14.33,-17.22,0.09,0.50,80.3,2029,-942,764,2971,-1451,1056,3480,,H,,,,,,,,,,,,,,,,
1971,UGC00321,J003232.4+232342,321,479-037,"00 32 32.4","+23 23 40",5,30.6,27.6,24.28,0.698,0.015,149,2,,2.310,0.021,14.38,0.05,13.92,-19.28,0.10,0.57,74.0,4331,-153,1055,4484,-772,914,5103,,H,,,,,,,,,,,,,,,,
1982,PGC001982,J003244.4+304502,100293,500-042,"00 32 44.4","+30 45 02",3,34.9,30.2,24.00,0.509,0.035,152,2,,2.522,0.011,13.35,0.05,13.03,-20.56,0.09,1.00,62.8,5798,-891,1191,6070,-666,1217,5845,40123,H,,,,"00 38 33.9","+29 56 58",5179,1,3,10,-572,683,5751,-521,652,5700,
1986,UGC00323,J003250.5+114411,323,434-021,"00 32 50.5","+11 44 10",3,33.9,25.6,23.70,0.710,0.044,108,1,,2.420,0.008,13.57,0.02,12.94,-20.52,0.11,1.00,77.6,4573,681,880,4192,414,1035,4459,40414,H,,,,"00 26 18.2","+14 08 01",4873,1,1,5,681,880,4192,414,1035,4459,
1987,PGC001987,J003252.9+303903,100295,500-043,"00 32 52.9","+30 39 03",3,22.0,15.0,24.16,0.461,0.062,4,4,,2.378,0.021,13.69,0.03,13.37,-20.44,0.09,1.00,59.3,5734,1253,1012,4481,670,690,5064,,H,,,,,,,,,,,,,,,,
2001,PGC002001,J003310.3-130846,400274,M-202051,"00 33 10.2","-13 08 46",4,32.1,25.0,24.47,0.482,0.048,120,3,,2.498,0.019,13.30,0.04,12.95,-20.91,0.10,1.00,59.0,5856,197,1178,5659,-117,1096,5973,,H,,,,,,,,,,,,,,,,
2003,UGC00327,J003315.4+075418,327,409-033,"00 33 15.4","+07 54 17",4,27.6,23.9,23.41,0.581,0.036,120,3,,2.415,0.010,14.12,0.06,13.66,-19.86,0.11,0.82,66.3,5052,-802,1231,5818,-421,1000,5437,40547,H,,,,"00 35 36.2","+06 43 12",5016,1,3,5,629,573,4387,190,572,4826,
2022,UGC00329,J003336.2+024051,329,383-035,"00 33 36.2","+02 40 50",5,43.4,72.7,23.43,0.468,0.054,173,4,,2.391,0.019,13.31,0.13,13.03,-19.97,0.15,0.86,58.6,4043,-43,909,3983,-659,894,4599,40177,H,,,,"00 34 00.6","+01 56 14",3940,1,4,12,-46,436,3986,-550,450,4490,
2023,PGC002023,J003335.9+232352,100303,479-040,"00 33 36.3","+23 24 05",5,26.1,19.6,24.03,0.535,0.016,131,2,,2.427,0.008,13.96,0.03,13.60,-19.85,0.09,0.81,63.2,4849,-1041,1218,5890,-1198,1253,6047,,H,,,,,,,,,,,,,,,,
2035,NGC0151,J003402.8-094219,400279,"N 151","00 34 02.4","-09 42 20",4,115.5,71.0,22.96,0.435,0.083,75,2,,2.747,0.034,10.51,0.03,10.30,-22.37,0.06,1.20,56.3,3408,-716,831,4124,-560,1035,3968,,O,,,,,,,,,,,,,,,,
2052,NGC0150,J003415.5-274814,20385,"N 150","00 34 15.7","-27 48 18",5,95.3,58.1,25.04,0.500,0.037,118,3,,2.537,0.011,10.43,0.03,10.20,-20.39,0.07,1.00,60.9,1305,-535,354,1840,-180,642,1485,,H,,,,,,,,,,,,,,,,
2071,IC1555,J003432.7-300105,400285,I1555,"00 34 33.1","-30 01 10",20,38.1,34.8,24.56,0.408,0.016,136,4,*,,,13.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,NGC0159,J003435.5-554724,20391,"N 159","00 34 36.3","-55 47 22",1,,,,,,,,,2.707,0.034,12.69,,12.10,-22.60,0.07,1.28,76.6,8204,,,,,,,,O,51.8,A2806,c,"00 40 10.8","-56 09 32",7867,,9,10,340,273,7527,266,280,7601,2032
2081,NGC0157,J003446.6-082347,400290,"N 157","00 34 46.6","-08 23 47",5,126.1,83.8,23.91,0.322,0.037,38,6,,2.441,0.020,9.45,0.02,9.21,-21.39,0.08,1.00,47.8,1317,488,178,829,433,202,884,,H,,,,,,,,,,,,,,,,
2088,UGC00344,J003451.2+393242,344,519-013,"00 34 51.2","+39 32 41",5,27.4,34.6,23.72,0.366,0.006,102,3,,2.428,0.012,14.07,0.09,13.78,-20.03,0.12,0.89,51.3,5494,-711,1366,6412,58,1400,5643,41241,H,,,,"00 34 18.3","+39 33 47",5701,5,1,3,-711,1366,6412,58,1400,5643,
2094,UGC00346,J003455.9+315656,346,500-047,"00 34 56.0","+31 56 55",4,32.8,24.9,23.66,0.567,0.006,127,1,,2.455,0.009,13.54,0.03,13.08,-20.68,0.10,1.00,65.4,5589,457,1050,5132,298,819,5291,,H,,,,,,,,,,,,,,,,
2134,IC0034,J003536.4+090727,351,"I  34","00 35 36.5","+09 07 25",1,75.6,48.5,23.85,0.606,0.036,156,2,,2.810,0.007,11.47,0.03,11.12,-22.39,0.07,1.21,69.7,4973,-710,870,5703,-233,752,5226,40359,H,,,,"00 35 58.8","+09 19 15",4993,1,1,3,-710,870,5703,-233,752,5226,
2139,UGC00353,J003539.5+085950,353,409-045,"00 35 39.4","+08 59 50",5,32.7,27.8,24.42,0.563,0.033,124,4,,2.465,0.010,13.72,0.08,13.29,-20.10,0.12,0.92,65.1,4725,-1162,1214,5887,-694,967,5419,,H,,,,,,,,,,,,,,,,
2151,PGC002151,J003602.0-095318,400305,M-202064,"00 36 02.8","-09 53 14",5,32.3,29.0,24.05,0.332,0.104,20,11,*,,,13.42,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,NGC0160,J003604.0+235731,356,"N 160","00 36 04.0","+23 57 31",1,75.8,56.7,24.16,0.467,0.028,49,2,,2.769,0.009,11.29,0.03,11.10,-22.39,0.06,1.21,59.7,4925,-11,783,4936,-95,733,5020,,H,,,,,,,,,,,,,,,,
2159,UGC00357,J003610.0+212752,357,457-020,"00 36 10.1","+21 27 51",4,23.6,18.6,23.51,0.491,0.044,172,3,,2.474,0.014,14.22,0.04,13.90,-20.89,0.09,1.00,60.2,8932,947,1638,7985,1665,1591,7267,,H,,,,,,,,,,,,,,,,
2163,UGC00359,J003610.6+043807,359,409-047,"00 36 10.6","+04 38 06",3,28.5,20.2,24.05,0.693,0.025,43,1,,2.164,0.029,14.03,0.03,13.71,-19.62,0.08,0.72,76.2,4581,1947,696,2634,1975,793,2606,,H,,,,,,,,,,,,,,,,
2194,UGC00364,J003645.1+213359,364,457-022,"00 36 45.1","+21 33 59",3,41.7,24.1,22.79,0.632,0.044,57,1,,2.716,0.009,12.57,0.03,12.29,-22.41,0.07,1.21,71.6,8581,613,1325,7968,1408,1268,7173,,H,,,,,,,,,,,,,,,,
2199,ESO410-027,J003651.3-282201,20417,"410 G 27","00 36 51.1","-28 22 30",5,43.8,39.9,24.67,0.508,0.061,44,5,,2.524,0.046,12.95,0.04,12.68,-21.53,0.08,1.00,61.4,6882,1402,1408,5480,1267,1658,5615,,O,,,,,,,,,,,,,,,,
2215,ESO242-018,J003706.2-463839,20423,"242 G 18","00 37 06.6","-46 38 35",5,45.0,43.8,24.32,0.392,0.020,83,2,,2.403,0.037,12.73,0.04,12.51,-20.12,0.09,0.92,53.2,3343,47,824,3296,225,623,3118,,O,,,,,,,,,,,,,,,,
2223,NGC0173,J003712.5+015632,369,"N 173","00 37 12.5","+01 56 30",4,66.4,55.0,24.36,0.283,0.077,92,8,*,,,11.55,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,NGC0172,J003713.6-223513,20425,"N 172","00 37 14.3","-22 35 05",6,49.5,38.1,24.27,0.718,0.029,12,1,,2.415,0.006,13.07,0.04,12.53,-19.68,0.11,0.74,78.3,2751,-715,727,3466,-634,630,3385,,H,,,,,,,,,,,,,,,,
2260,UGC00379,J003757.8+050853,379,M+102037,"00 37 57.7","+05 08 52",5,39.3,70.9,24.25,0.829,0.034,120,1,,2.274,0.006,14.84,0.18,14.22,-19.30,0.21,0.58,83.6,4883,489,1105,4527,-27,900,5043,40547,H,,,,"00 35 36.2","+06 43 12",5016,1,3,5,629,573,4387,190,572,4826,
2261,UGC00376,J003754.0+324122,376,,"00 37 54.1","+32 41 20",5,25.1,21.1,23.87,0.767,0.015,144,1,,2.297,0.013,15.12,0.04,14.48,-18.81,0.11,0.50,78.8,4508,-1022,1271,5530,-1065,1083,5573,,H,,,,,,,,,,,,,,,,
2272,ESO150-016,J003802.6-533747,20437,"150 G 16","00 38 02.1","-53 37 42",5,28.4,20.5,23.66,0.764,0.012,63,0,,2.517,0.018,14.39,0.03,13.82,-20.78,0.11,1.00,78.5,8224,-810,1860,9034,-311,1645,8535,,O,,,,,,,,,,,,,,,,
2274,ESO242-020,J003802.4-463103,20436,"242 G 20","00 38 02.3","-46 31 05",5,49.7,66.2,23.65,0.464,0.041,141,4,*,,,12.86,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,PGC002294,J003828.2+293730,100364,500-058,"00 38 28.2","+29 37 30",4,31.8,24.9,23.86,0.546,0.044,31,3,,2.422,0.013,13.84,0.04,13.44,-20.15,0.10,0.94,64.0,5333,-204,1141,5383,-351,1013,5530,40123,H,,,,"00 38 33.9","+29 56 58",5179,1,3,10,-572,683,5751,-521,652,5700,
2302,UGC00388,J003831.8+301724,388,M+502034,"00 38 31.8","+30 17 22",5,32.6,36.0,24.03,0.542,0.008,3,2,,2.427,0.008,13.98,0.08,13.57,-20.02,0.12,0.88,63.7,5089,-639,1222,5818,-581,1184,5760,40123,H,,,,"00 38 33.9","+29 56 58",5179,1,3,10,-572,683,5751,-521,652,5700,
2312,UGC00393,J003839.7+172411,393,M+302020,"00 38 39.8","+17 24 09",3,38.4,32.9,24.44,0.569,0.020,171,1,,2.612,0.013,13.39,0.04,13.12,-20.44,0.07,1.00,67.1,5095,-3302,1548,8397,-2214,1641,7309,,H,,,,,,,,,,,,,,,,
2342,IC1564,J003905.1+060116,399,I1564,"00 39 05.1","+06 01 15",4,31.0,24.0,23.93,0.522,0.058,82,3,,2.350,0.019,13.31,0.03,13.00,-20.52,0.08,1.00,62.4,4914,1618,767,3398,1122,1093,3894,40547,H,,,,"00 35 36.2","+06 43 12",5016,1,3,5,629,573,4387,190,572,4826,
2358,ESO411-003,J003918.2-272057,20445,"411 G  3","00 39 17.9","-27 20 55",3,40.0,29.8,24.84,0.523,0.045,58,3,,2.629,0.017,12.68,0.04,12.49,-21.63,0.07,1.00,63.8,6599,-54,1237,6653,-71,1574,6670,,O,,,,,,,,,,,,,,,,
2383,ESO351-001,J003933.5-354813,20450,"351 G  1","00 39 33.6","-35 48 19",5,29.7,26.2,24.48,0.813,0.024,25,0,,2.360,0.007,15.11,0.04,14.46,-19.52,0.13,0.67,82.2,6199,-691,1516,6890,-1096,1429,7295,,H,,,,,,,,,,,,,,,,
2387,NGC0200,J003934.9+025314,420,"N 200","00 39 34.8","+02 53 14",5,57.9,43.1,23.17,0.473,0.120,161,6,,2.650,0.038,11.67,0.05,11.46,-22.00,0.07,1.07,59.0,4807,-64,1106,4953,-76,904,4965,40204,H,,,,"00 39 04.7","+03 41 37",4889,2,1,5,-64,1106,4953,-76,904,4965,
2390,UGC00418,J003937.7+085755,418,409-059,"00 39 37.6","+08 57 55",3,59.3,38.1,23.64,0.728,0.067,99,0,,2.554,0.009,12.88,0.02,12.44,-20.61,0.09,1.00,79.2,4094,-1076,973,5111,-1086,761,5121,40820,H,,,,"00 39 10.2","+07 57 57",4035,1,2,4,-1853,1164,5888,-1314,910,5349,
2396,UGC00422,J003943.1+090019,422,409-060,"00 39 43.1","+09 00 18",3,30.0,23.9,23.98,0.253,0.173,39,39,,2.717,0.132,12.96,0.03,12.80,-20.25,0.06,0.98,42.7,4097,-6124,5345,10159,-2570,4189,6605,40820,H,,,,"00 39 10.2","+07 57 57",4035,1,2,4,-1853,1164,5888,-1314,910,5349,
2438,ESO474-011,J004035.6-252631,20457,"474 G 11","00 40 35.2","-25 26 32",5,21.9,21.4,24.45,0.539,0.036,88,1,,2.384,0.023,14.70,0.05,14.38,-19.91,0.10,0.84,63.5,7119,-91,1645,7210,-775,1644,7894,,O,,,,,,,,,,,,,,,,
2445,ESO079-005,J004044.0-632629,20461,"79 G  5","00 40 46.4","-63 26 38",7,52.4,44.8,24.20,0.585,0.095,0,5,*,,,12.75,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,PGC002454,J004055.1-134632,400334,M-202082,"00 40 55.0","-13 46 31",3,29.5,24.2,23.87,0.402,0.159,5,14,,2.491,0.066,12.95,0.03,12.75,-21.83,0.08,1.01,54.9,8145,3329,1507,4816,2572,1322,5573,,O,,,,,,,,,,,,,,,,
