galaxy_id,snap_num,stellar_mass,total_mass,gas_mass,dm_mass,baryonic_mass,halo_mass,stellar_to_halo_ratio,gas_to_stellar_ratio,baryonic_to_halo_ratio,pos_x,pos_y,pos_z,distance_mpc,distance_modulus,vel_x,vel_y,vel_z,velocity_magnitude,rotation_velocity,log_rotation_velocity,max_circular_velocity,velocity_dispersion,sfr,specific_sfr,gas_metallicity,stellar_metallicity,half_mass_radius,surface_density,inclination,abs_mag_g,abs_mag_r,abs_mag_i,redshift,lookback_time,cosmic_time,FUV,NUV,u,g,r,i,z,Y,J,H,K,IRAC_3.6,IRAC_4.5,IRAC_5.8,IRAC_8.0,skirt_abs_mag_FUV,skirt_abs_mag_FUV_dusty,skirt_extinction_FUV,skirt_abs_mag_NUV,skirt_abs_mag_NUV_dusty,skirt_extinction_NUV,skirt_abs_mag_u,skirt_abs_mag_u_dusty,skirt_extinction_u,skirt_abs_mag_g,skirt_abs_mag_g_dusty,skirt_extinction_g,skirt_abs_mag_r,skirt_abs_mag_r_dusty,skirt_extinction_r,skirt_abs_mag_i,skirt_abs_mag_i_dusty,skirt_extinction_i,skirt_abs_mag_z,skirt_abs_mag_z_dusty,skirt_extinction_z,skirt_abs_mag_Y,skirt_abs_mag_Y_dusty,skirt_extinction_Y,skirt_abs_mag_J,skirt_abs_mag_J_dusty,skirt_extinction_J,skirt_abs_mag_H,skirt_abs_mag_H_dusty,skirt_extinction_H,skirt_abs_mag_K,skirt_abs_mag_K_dusty,skirt_extinction_K,skirt_abs_mag_IRAC_3.6,skirt_abs_mag_IRAC_3.6_dusty,skirt_extinction_IRAC_3.6,skirt_abs_mag_IRAC_4.5,skirt_abs_mag_IRAC_4.5_dusty,skirt_extinction_IRAC_4.5,skirt_abs_mag_IRAC_5.8,skirt_abs_mag_IRAC_5.8_dusty,skirt_extinction_IRAC_5.8,skirt_abs_mag_IRAC_8.0,skirt_abs_mag_IRAC_8.0_dusty,skirt_extinction_IRAC_8.0
29,99,5755624446.412755,122172423974.01831,4564393268.379097,111818423383.52524,10320017714.791851,146606908768.82196,0.0392588896031397,0.7930318092981026,0.07039243785615204,0,0,0,0.0,-inf,0,0,0,0.0,92.35379999999999,1.9654547696742424,131.934,62.4798,0.445549,7.741106184884811e-11,0.0285271,0.02,15.4835,7641951.884794836,76.52960362285096,-20.150400298799436,-20.29824477384209,-20.446135485517775,0.0,0.0,13.8,-19.302155784385782,-19.302155784385782,-19.302155784385782,-18.006774283611602,-19.0667742836116,-19.064411097636096,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-4.330857722345861,-4.312802282895747,0.01805543945011373,-11.090857722345861,-11.070397130057758,0.020460592288103385,-17.540857722345862,-17.52992351854637,0.010934203799494314,-18.03085772234586,-18.022603790978497,0.008253931367362972,-18.796818777256966,-18.790806999086232,0.0060117781707346015,-18.906818777256966,-18.90230156085013,0.004517216406835393,-18.936818777256967,-18.933586513822945,0.0032322634340224716,-19.060391348867956,-19.057729620721226,0.0026617281467309233,-19.010391348867955,-19.008403862567526,0.001987486300430729,-18.870391348867955,-18.869138773383174,0.0012525754847813807,-18.390391348867954,-18.38958299164139,0.0008083572265651467,-17.500391348867957,-17.500028017141553,0.00036333172640399695,-16.920391348867955,-16.920142699512997,0.0002486493549570184,-16.630391348867956,-16.630223306027744,0.00016804284021093693,-16.410391348867954,-16.41029054574587,0.00010080312208480715
30,99,10149601417.183348,105774284027.16267,0.0,95588426335.99055,10149601417.183348,126929140832.5952,0.07996273630000768,0.0,0.07996273630000768,0,0,0,0.0,-inf,0,0,0,0.0,93.8826,1.9725851085151485,134.118,65.0499,0.0,0.0,0.0,0.02,11.3326,25155907.828102715,18.785936189739594,-19.83057955976148,-20.528868748132584,-20.775848734788187,0.0,0.0,13.8,-19.91774487025966,-19.91774487025966,-19.91774487025966,-18.621972429826666,-19.681972429826665,-19.679144737116452,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-4.980370965448579,-4.980370965448579,0.0,-11.740370965448578,-11.740370965448578,0.0,-18.19037096544858,-18.19037096544858,0.0,-18.680370965448578,-18.680370965448578,0.0,-19.410379384180256,-19.410379384180256,0.0,-19.520379384180256,-19.520379384180256,0.0,-19.550379384180257,-19.550379384180257,0.0,-19.664176074690737,-19.664176074690737,0.0,-19.614176074690736,-19.614176074690736,0.0,-19.474176074690735,-19.474176074690735,0.0,-18.994176074690735,-18.994176074690735,0.0,-18.104176074690734,-18.104176074690734,0.0,-17.524176074690736,-17.524176074690736,0.0,-17.234176074690737,-17.234176074690737,0.0,-17.014176074690738,-17.014176074690738,0.0
31,99,14928402716.268084,59422940655.447296,0.0,44410392677.88603,14928402716.268084,71307528786.53676,0.2093524059844666,0.0,0.2093524059844666,0,0,0,0.0,-inf,0,0,0,0.0,134.15359999999998,2.1276023314183714,191.648,79.7127,0.0,0.0,0.0,0.02,4.8428,202614443.99007654,84.46524760391257,-20.395856788100353,-20.859580698530472,-21.19628487782721,0.0,0.0,13.8,-20.337488946379224,-20.337488946379224,-20.337488946379224,-19.041999622760798,-20.1019996227608,-20.09950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-20.87950828727085,-5.393491096793834,-5.393491096793834,0.0,-12.153491096793834,-12.153491096793834,0.0,-18.603491096793835,-18.603491096793835,0.0,-19.093491096793834,-19.093491096793834,0.0,-19.82595761310975,-19.82595761310975,0.0,-19.93595761310975,-19.93595761310975,0.0,-19.96595761310975,-19.96595761310975,0.0,-20.0835311997616,-20.0835311997616,0.0,-20.0335311997616,-20.0335311997616,0.0,-19.8935311997616,-19.8935311997616,0.0,-19.4135311997616,-19.4135311997616,0.0,-18.5235311997616,-18.5235311997616,0.0,-17.9435311997616,-17.9435311997616,0.0,-17.653531199761602,-17.653531199761602,0.0,-17.433531199761603,-17.433531199761603,0.0
32,99,16140094478.889874,48287274874.52023,0.0,32078978447.003242,16140094478.889874,57944729849.42428,0.2785429239351305,0.0,0.2785429239351305,0,0,0,0.0,-inf,0,0,0,0.0,123.55279999999999,2.0918525919944333,176.504,86.0093,0.0,0.0,0.0,0.02,2.6955,707094611.3802088,48.94679397474123,-20.505366731303535,-21.02646059080433,-21.296141191487873,0.0,0.0,13.8,-20.4171214995162,-20.4171214995162,-20.4171214995162,-19.12280514086781,-20.182805140867814,-20.181709394999764,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-20.96170939499976,-5.412989663513887,-5.412989663513887,0.0,-12.172989663513887,-12.172989663513887,0.0,-18.622989663513888,-18.622989663513888,0.0,-19.112989663513886,-19.112989663513886,0.0,-19.87629001179704,-19.87629001179704,0.0,-19.98629001179704,-19.98629001179704,0.0,-20.01629001179704,-20.01629001179704,0.0,-20.149978648875603,-20.149978648875603,0.0,-20.099978648875602,-20.099978648875602,0.0,-19.9599786488756,-19.9599786488756,0.0,-19.4799786488756,-19.4799786488756,0.0,-18.5899786488756,-18.5899786488756,0.0,-18.009978648875602,-18.009978648875602,0.0,-17.719978648875603,-17.719978648875603,0.0,-17.499978648875604,-17.499978648875604,0.0
33,99,13209920283.43667,63699143785.060524,0.0,50443903159.13788,13209920283.43667,76438972542.07263,0.17281655998405554,0.0,0.17281655998405554,0,0,0,0.0,-inf,0,0,0,0.0,101.98159999999999,2.0085218213765033,145.688,75.2543,0.0,0.0,0.0,0.02,4.7135,189261946.0378365,47.421671086636444,-20.891332847580166,-21.024721912537842,-21.175273546422734,0.0,0.0,13.8,-20.20230277683865,-20.20230277683865,-20.20230277683865,-18.906306206462546,-19.966306206462548,-19.963212371993052,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-20.743212371993053,-5.295692761099371,-5.295692761099371,0.0,-12.05569276109937,-12.05569276109937,0.0,-18.505692761099372,-18.505692761099372,0.0,-18.99569276109937,-18.99569276109937,0.0,-19.712748069809347,-19.712748069809347,0.0,-19.822748069809347,-19.822748069809347,0.0,-19.852748069809348,-19.852748069809348,0.0,-19.953460705485355,-19.953460705485355,0.0,-19.903460705485355,-19.903460705485355,0.0,-19.763460705485354,-19.763460705485354,0.0,-19.283460705485354,-19.283460705485354,0.0,-18.393460705485353,-18.393460705485353,0.0,-17.813460705485355,-17.813460705485355,0.0,-17.523460705485356,-17.523460705485356,0.0,-17.303460705485357,-17.303460705485357,0.0
34,99,12470667257.159729,67324328314.14231,0.0,54781665190.43401,12470667257.159729,80789193976.97076,0.15436058516333923,0.0,0.15436058516333923,0,0,0,0.0,-inf,0,0,0,0.0,118.5058,2.073739606433489,169.294,78.1009,0.0,0.0,0.0,0.02,5.1469,149847105.4126716,72.47243799155844,-20.51705548747635,-20.791283400047732,-21.271884440292848,0.0,0.0,13.8,-20.138425565416085,-20.138425565416085,-20.138425565416085,-18.84343139775898,-19.90343139775898,-19.90152879444888,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-20.681528794448877,-5.198582215351109,-5.198582215351109,0.0,-11.95858221535111,-11.95858221535111,0.0,-18.40858221535111,-18.40858221535111,0.0,-18.89858221535111,-18.89858221535111,0.0,-19.62968468244043,-19.62968468244043,0.0,-19.73968468244043,-19.73968468244043,0.0,-19.76968468244043,-19.76968468244043,0.0,-19.88336437395454,-19.88336437395454,0.0,-19.833364373954538,-19.833364373954538,0.0,-19.693364373954537,-19.693364373954537,0.0,-19.213364373954537,-19.213364373954537,0.0,-18.32336437395454,-18.32336437395454,0.0,-17.743364373954538,-17.743364373954538,0.0,-17.45336437395454,-17.45336437395454,0.0,-17.233364373954537,-17.233364373954537,0.0
35,99,14275405963.979923,48703277236.49247,0.0,34361234130.49897,14275405963.979923,58443932683.79096,0.2442581343938053,0.0,0.2442581343938053,0,0,0,0.0,-inf,0,0,0,0.0,128.1623,2.107760292656715,183.089,88.1948,0.0,0.0,0.0,0.02,2.5769,684295153.057771,8.82900571422466,-20.491723953245362,-20.97804507002614,-20.994560043666095,0.0,0.0,13.8,-20.286455121617543,-20.286455121617543,-20.286455121617543,-18.991652040087473,-20.051652040087475,-20.049976792237324,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-20.82997679223732,-5.322619486738354,-5.322619486738354,0.0,-12.082619486738354,-12.082619486738354,0.0,-18.532619486738355,-18.532619486738355,0.0,-19.022619486738353,-19.022619486738353,0.0,-19.754696545044347,-19.754696545044347,0.0,-19.864696545044346,-19.864696545044346,0.0,-19.894696545044347,-19.894696545044347,0.0,-20.011668054724417,-20.011668054724417,0.0,-19.961668054724417,-19.961668054724417,0.0,-19.821668054724416,-19.821668054724416,0.0,-19.341668054724416,-19.341668054724416,0.0,-18.451668054724415,-18.451668054724415,0.0,-17.871668054724417,-17.871668054724417,0.0,-17.581668054724418,-17.581668054724418,0.0,-17.36166805472442,-17.36166805472442,0.0
36,99,16704310599.350458,23066282846.176556,0.0,6361972246.826099,16704310599.350458,27679539415.411865,0.603489471000719,0.0,0.603489471000719,0,0,0,0.0,-inf,0,0,0,0.0,160.5009,2.205477472030223,229.287,113.477,0.0,0.0,0.0,0.02,0.6632,12088979715.762766,85.3041080292758,-20.843871452293865,-20.92847829917592,-21.349121594511114,0.0,0.0,13.8,-20.450168281684682,-20.450168281684682,-20.450168281684682,-19.156936850932585,-20.216936850932584,-20.21713489277122,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-20.997134892771218,-5.44462661419076,-5.44462661419076,0.0,-12.20462661419076,-12.20462661419076,0.0,-18.65462661419076,-18.65462661419076,0.0,-19.14462661419076,-19.14462661419076,0.0,-19.886016977087806,-19.886016977087806,0.0,-19.996016977087805,-19.996016977087805,0.0,-20.026016977087806,-20.026016977087806,0.0,-20.17384262192961,-20.17384262192961,0.0,-20.123842621929608,-20.123842621929608,0.0,-19.983842621929607,-19.983842621929607,0.0,-19.503842621929607,-19.503842621929607,0.0,-18.613842621929606,-18.613842621929606,0.0,-18.033842621929608,-18.033842621929608,0.0,-17.74384262192961,-17.74384262192961,0.0,-17.52384262192961,-17.52384262192961,0.0
37,99,3898066135.222911,91529377029.8199,5167198110.422202,82453351048.12518,9065264245.645113,109835252435.78387,0.03549011859832479,1.3255798981272842,0.08253510639441738,0,0,0,0.0,-inf,0,0,0,0.0,66.89599,1.8254000852854901,95.5657,52.7297,0.40965,1.0509057203991594e-10,0.0128292,0.02,15.4699,5184708.185849934,29.935132633052497,-19.679765394969817,-19.638852940980364,-20.282706175393717,0.0,0.0,13.8,-18.88045182681895,-18.88045182681895,-18.88045182681895,-17.583992313858147,-18.64399231385815,-18.640349141235617,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-19.420349141235615,-4.058276571016222,-4.052192722891542,0.006083848124679825,-10.818276571016222,-10.811382297610928,0.006894273405294058,-17.268276571016223,-17.264592249985753,0.003684321030469379,-17.75827657101622,-17.755495377846746,0.0027811931694772954,-18.42911677174715,-18.427091080517034,0.0020256912301176047,-18.53911677174715,-18.53759467871577,0.0015220930313787147,-18.56911677174715,-18.56802764844523,0.0010891233019213451,-18.643756736080814,-18.642859856786426,0.0008968792943887296,-18.593756736080813,-18.593087045108454,0.000669690972358259,-18.453756736080813,-18.45333467606753,0.00042206001328087996,-17.973756736080812,-17.97348435707777,0.0002723790030421427,-17.083756736080815,-17.083634310091217,0.00012242598959870326,-16.503756736080813,-16.50367295274693,8.378333388327339e-05,-16.213756736080814,-16.21370011341477,5.662266604520337e-05,-15.993756736080813,-15.99372277009029,3.396599052335236e-05
38,99,13890271626.808386,33290817832.890457,0.0,19339533510.48125,13890271626.808386,39948981399.468544,0.3477002701999599,0.0,0.3477002701999599,0,0,0,0.0,-inf,0,0,0,0.0,122.5217,2.0882130140527297,175.031,84.4271,0.0,0.0,0.0,0.02,1.7829,1390935193.752693,63.171875564102436,-20.579154527479396,-20.989111621979276,-21.3270043382219,0.0,0.0,13.8,-20.256631201819985,-20.256631201819985,-20.256631201819985,-18.96111012294488,-20.021110122944883,-20.018581051033266,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-20.798581051033267,-5.3612166236805905,-5.3612166236805905,0.0,-12.12121662368059,-12.12121662368059,0.0,-18.57121662368059,-18.57121662368059,0.0,-19.06121662368059,-19.06121662368059,0.0,-19.753642511137777,-19.753642511137777,0.0,-19.863642511137776,-19.863642511137776,0.0,-19.893642511137777,-19.893642511137777,0.0,-20.000856974036353,-20.000856974036353,0.0,-19.950856974036352,-19.950856974036352,0.0,-19.81085697403635,-19.81085697403635,0.0,-19.33085697403635,-19.33085697403635,0.0,-18.44085697403635,-18.44085697403635,0.0,-17.860856974036352,-17.860856974036352,0.0,-17.570856974036353,-17.570856974036353,0.0,-17.350856974036354,-17.350856974036354,0.0
39,99,12505388249.18807,40379982285.208145,0.0,27818718630.056095,12505388249.18807,48455978742.24977,0.25807730178576216,0.0,0.25807730178576216,0,0,0,0.0,-inf,0,0,0,0.0,110.65669999999999,2.0439777145573306,158.081,72.2385,0.0,0.0,0.0,0.02,3.4318,337989623.3141043,81.4100058428929,-20.59804483302136,-20.63390168681457,-21.108663644570072,0.0,0.0,13.8,-20.138097305780533,-20.138097305780533,-20.138097305780533,-18.8446159463269,-19.9046159463269,-19.904515694258336,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-20.684515694258337,-5.109728672517232,-5.109728672517232,0.0,-11.869728672517232,-11.869728672517232,0.0,-18.319728672517233,-18.319728672517233,0.0,-18.80972867251723,-18.80972867251723,0.0,-19.56682144636566,-19.56682144636566,0.0,-19.676821446365658,-19.676821446365658,0.0,-19.70682144636566,-19.70682144636566,0.0,-19.857857154459527,-19.857857154459527,0.0,-19.807857154459526,-19.807857154459526,0.0,-19.667857154459526,-19.667857154459526,0.0,-19.187857154459525,-19.187857154459525,0.0,-18.29785715445953,-18.29785715445953,0.0,-17.717857154459526,-17.717857154459526,0.0,-17.427857154459527,-17.427857154459527,0.0,-17.207857154459525,-17.207857154459525,0.0
40,99,11788913492.76646,43425745497.4904,0.0,31588426335.99055,11788913492.76646,52110894596.98848,0.22622742487801675,0.0,0.22622742487801675,0,0,0,0.0,-inf,0,0,0,0.0,107.25259999999999,2.030407829080224,153.218,76.7836,0.0,0.0,0.0,0.02,3.125,384258837.72037596,9.061216691868287,-20.46514288445439,-20.651531185181504,-21.04744211715108,0.0,0.0,13.8,-20.075465154764572,-20.075465154764572,-20.075465154764572,-18.780954887714177,-19.840954887714176,-19.839628202428578,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-20.619628202428576,-5.081797973570442,-5.081797973570442,0.0,-11.841797973570442,-11.841797973570442,0.0,-18.291797973570443,-18.291797973570443,0.0,-18.78179797357044,-18.78179797357044,0.0,-19.529360632898193,-19.529360632898193,0.0,-19.639360632898192,-19.639360632898192,0.0,-19.669360632898194,-19.669360632898194,0.0,-19.807412302802224,-19.807412302802224,0.0,-19.757412302802223,-19.757412302802223,0.0,-19.617412302802222,-19.617412302802222,0.0,-19.137412302802222,-19.137412302802222,0.0,-18.247412302802225,-18.247412302802225,0.0,-17.667412302802223,-17.667412302802223,0.0,-17.377412302802224,-17.377412302802224,0.0,-17.15741230280222,-17.15741230280222,0.0
41,99,12613418954.82728,29164009447.88899,0.0,16483761440.803074,12613418954.82728,34996811337.46678,0.36041623430199893,0.0,0.36041623430199893,0,0,0,0.0,-inf,0,0,0,0.0,119.08679999999998,2.0758636254217784,170.124,86.9456,0.0,0.0,0.0,0.02,1.5143,1750890973.0927875,22.659117368034945,-20.570250309276258,-20.69485937651542,-21.358619294861022,0.0,0.0,13.8,-20.154991697547253,-20.154991697547253,-20.154991697547253,-18.858582656134804,-19.918582656134802,-19.914999349323466,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-20.694999349323464,-5.262870234100973,-5.262870234100973,0.0,-12.022870234100973,-12.022870234100973,0.0,-18.472870234100974,-18.472870234100974,0.0,-18.962870234100972,-18.962870234100972,0.0,-19.678470467331323,-19.678470467331323,0.0,-19.788470467331322,-19.788470467331322,0.0,-19.818470467331323,-19.818470467331323,0.0,-19.91077781715449,-19.91077781715449,0.0,-19.86077781715449,-19.86077781715449,0.0,-19.720777817154488,-19.720777817154488,0.0,-19.240777817154488,-19.240777817154488,0.0,-18.350777817154487,-18.350777817154487,0.0,-17.77077781715449,-17.77077781715449,0.0,-17.48077781715449,-17.48077781715449,0.0,-17.26077781715449,-17.26077781715449,0.0
42,99,13856244464.127546,20914083259.5217,0.0,6942766459.994095,13856244464.127546,25096899911.42604,0.5521098029250664,0.0,0.5521098029250664,0,0,0,0.0,-inf,0,0,0,0.0,151.5563,2.18057399414058,216.509,104.441,0.0,0.0,0.0,0.02,0.6533,10334044988.311104,26.302511527589925,-20.656454830302074,-20.796723616939953,-21.14119011545196,0.0,0.0,13.8,-20.24848900668401,-20.24848900668401,-20.24848900668401,-18.954882948045345,-20.014882948045347,-20.01463392181016,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-20.794633921810156,-5.188789868544994,-5.188789868544994,0.0,-11.948789868544994,-11.948789868544994,0.0,-18.398789868544995,-18.398789868544995,0.0,-18.888789868544993,-18.888789868544993,0.0,-19.685385432583075,-19.685385432583075,0.0,-19.795385432583075,-19.795385432583075,0.0,-19.825385432583076,-19.825385432583076,0.0,-19.98030902551113,-19.98030902551113,0.0,-19.93030902551113,-19.93030902551113,0.0,-19.790309025511128,-19.790309025511128,0.0,-19.310309025511128,-19.310309025511128,0.0,-18.42030902551113,-18.42030902551113,0.0,-17.84030902551113,-17.84030902551113,0.0,-17.55030902551113,-17.55030902551113,0.0,-17.330309025511127,-17.330309025511127,0.0
43,99,5986891054.030115,78594921759.66933,0.0,72608060230.2923,5986891054.030115,94313906111.6032,0.06347834906705835,0.0,0.06347834906705835,0,0,0,0.0,-inf,0,0,0,0.0,67.72332,1.8307382403751322,96.7476,48.0092,0.0,0.0,0.0,0.02,15.2781,8164184.034635167,42.75597334791386,-19.65335836128028,-20.191830242860583,-21.02684963385458,0.0,0.0,13.8,-19.342378483503502,-19.342378483503502,-19.342378483503502,-18.04717041801163,-19.107170418011627,-19.105013421634183,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-19.88501342163418,-4.349491447020142,-4.349491447020142,0.0,-11.109491447020142,-11.109491447020142,0.0,-17.559491447020143,-17.559491447020143,0.0,-18.04949144702014,-18.04949144702014,0.0,-18.806152652281483,-18.806152652281483,0.0,-18.916152652281482,-18.916152652281482,0.0,-18.946152652281484,-18.946152652281484,0.0,-19.08521184525728,-19.08521184525728,0.0,-19.03521184525728,-19.03521184525728,0.0,-18.89521184525728,-18.89521184525728,0.0,-18.41521184525728,-18.41521184525728,0.0,-17.52521184525728,-17.52521184525728,0.0,-16.94521184525728,-16.94521184525728,0.0,-16.65521184525728,-16.65521184525728,0.0,-16.435211845257278,-16.435211845257278,0.0
44,99,3734588131.08946,72961027457.92737,5595896073.22114,63621051077.64983,9330484204.3106,87553232949.51283,0.042655056875432494,1.4983971128266549,0.1065692709450373,0,0,0,0.0,-inf,0,0,0,0.0,70.1946,1.8463037035770058,100.278,56.7046,1.05687,2.829950620797609e-10,0.0119696,0.02,11.4422,9079747.487918815,17.44445762100716,-19.548514765237776,-19.782634674914718,-20.369138241247693,0.0,0.0,13.8,-18.82873605222555,-18.82873605222555,-18.82873605222555,-17.534127224138164,-18.594127224138163,-18.59268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-19.37268319007993,-3.903771243750569,-3.899247364102536,0.004523879648033017,-10.663771243750569,-10.65864474116421,0.0051265025863587695,-17.11377124375057,-17.11103162491312,0.0027396188374504524,-17.60377124375057,-17.60170318042637,0.0020680633241989287,-18.304594963056008,-18.303088682303873,0.0015062807521366707,-18.414594963056008,-18.413463152145223,0.0011318109107842703,-18.44459496305601,-18.44378510346734,0.0008098595886661437,-18.566404750500286,-18.565737841349453,0.000666909150833037,-18.516404750500286,-18.51590677597853,0.0004979745217559008,-18.376404750500285,-18.376090911517917,0.0003138389823678252,-17.896404750500285,-17.89620221259941,0.0002025379008748218,-17.006404750500288,-17.006313715939367,9.10345609202765e-05,-16.426404750500286,-16.426342450174698,6.230032558855873e-05,-16.136404750500287,-16.13636264653561,4.210396467659132e-05,-15.916404750500286,-15.916379493779521,2.5256720763712796e-05
45,99,1603646294.6560378,87463094183.64336,5241954532.034248,80611603188.66254,6845600826.690287,104955713020.37202,0.015279266354417204,3.268772265743664,0.06522370845464646,0,0,0,0.0,-inf,0,0,0,0.0,58.784319999999994,1.7692614987699702,83.9776,45.216,0.18227,1.1365972696559912e-10,0.0102584,0.02,19.6817,1317751.4323145954,83.77243294509495,-18.674193150313894,-19.10089885358234,-19.70082714212119,0.0,0.0,13.8,-17.91654013899396,-17.91654013899396,-17.91654013899396,-16.61952816851034,-17.679528168510338,-17.675230107037144,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-18.455230107037142,-3.105413485549292,-3.100765526395666,0.004647959153625876,-9.865413485549292,-9.860146374910592,0.005267110638699968,-16.315413485549293,-16.312598725333796,0.0028147602154956304,-16.80541348554929,-16.803288700054132,0.0021247854951596213,-17.461394684042105,-17.45984708950942,0.0015475945326857224,-17.571394684042104,-17.57023183018828,0.001162853853824494,-17.601394684042106,-17.600562611886975,0.0008320721551310855,-17.674154964652487,-17.673469763733493,0.0006852009189941763,-17.624154964652487,-17.623643331846853,0.0005116328056327007,-17.484154964652486,-17.48383251779617,0.00032244685631621753,-17.004154964652486,-17.003946871607674,0.00020809304481312046,-16.114154964652485,-16.114061433225118,9.353142736891472e-05,-15.534154964652487,-15.534090955573749,6.40090787382283e-05,-15.244154964652488,-15.244111705873907,4.325877858125436e-05,-15.024154964652487,-15.024129015198568,2.5949453919560778e-05
46,99,6683584292.884559,68682019486.271034,0.0,61972246826.09981,6683584292.884559,82418423383.52524,0.08109332863337146,0.0,0.08109332863337146,0,0,0,0.0,-inf,0,0,0,0.0,80.9718,1.9083337937331193,115.674,57.1969,0.0,0.0,0.0,0.02,9.0883,25756938.92373997,83.88364965669375,-19.873379585238943,-20.137051081245335,-20.878517078996065,0.0,0.0,13.8,-19.454769834517393,-19.454769834517393,-19.454769834517393,-18.16195166147852,-19.22195166147852,-19.222643263623922,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-20.002643263623924,-4.370743859291295,-4.370743859291295,0.0,-11.130743859291295,-11.130743859291295,0.0,-17.580743859291296,-17.580743859291296,0.0,-18.070743859291294,-18.070743859291294,0.0,-18.863461099877618,-18.863461099877618,0.0,-18.973461099877618,-18.973461099877618,0.0,-19.00346109987762,-19.00346109987762,0.0,-19.181319870659358,-19.181319870659358,0.0,-19.131319870659357,-19.131319870659357,0.0,-18.991319870659357,-18.991319870659357,0.0,-18.511319870659356,-18.511319870659356,0.0,-17.621319870659356,-17.621319870659356,0.0,-17.041319870659358,-17.041319870659358,0.0,-16.75131987065936,-16.75131987065936,0.0,-16.53131987065936,-16.53131987065936,0.0
47,99,12947490404.487747,20386182462.356068,0.0,7438721582.521405,12947490404.487747,24463418954.827282,0.5292592351214613,0.0,0.5292592351214613,0,0,0,0.0,-inf,0,0,0,0.0,135.3156,2.131347867575979,193.308,91.9054,0.0,0.0,0.0,0.02,0.809,6297072332.150538,55.498853965688085,-20.279779301457122,-20.47504512206672,-21.294243628604438,0.0,0.0,13.8,-20.176568937151572,-20.176568937151572,-20.176568937151572,-18.8821926698774,-19.9421926698774,-19.94102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-20.72102556488493,-5.202601332151655,-5.202601332151655,0.0,-11.962601332151655,-11.962601332151655,0.0,-18.412601332151656,-18.412601332151656,0.0,-18.902601332151654,-18.902601332151654,0.0,-19.642645734048536,-19.642645734048536,0.0,-19.752645734048535,-19.752645734048535,0.0,-19.782645734048536,-19.782645734048536,0.0,-19.915342542800364,-19.915342542800364,0.0,-19.865342542800363,-19.865342542800363,0.0,-19.725342542800362,-19.725342542800362,0.0,-19.245342542800362,-19.245342542800362,0.0,-18.355342542800365,-18.355342542800365,0.0,-17.775342542800363,-17.775342542800363,0.0,-17.485342542800364,-17.485342542800364,0.0,-17.26534254280036,-17.26534254280036,0.0
